From,To,Cost,internet_node_id,relay_node_id
11,10,10,76,11
11,10,2.9,10,12
11,12,10,23,13
11,13,10,14
11,14,10,15
11,15,10,16
11,16,10,17
10,11,10,18
10,12,10,19
10,13,10,20
10,14,10,21
10,15,10,22
10,16,10
10,11,10
10,12,10
10,13,10
10,14,10
10,15,10
10,16,10
11,10,10
11,10,2.9
11,12,10
11,13,10
11,14,10
11,15,10
11,16,10
12,10,10
12,10,2.9
12,11,10
12,13,10
12,14,10
12,15,10
12,16,10
12,10,10
12,10,2.9
12,11,10
12,13,10
12,14,10
12,15,10
12,16,10
13,10,10
13,10,2.9
13,11,10
13,12,10
13,14,10
13,15,10
13,16,10
13,10,10
13,10,2.9
13,11,10
13,12,10
13,14,10
13,15,10
13,16,10
14,10,10
14,10,2.9
14,11,10
14,12,10
14,13,10
14,15,10
14,16,10
14,10,10
14,10,2.9
14,11,10
14,12,10
14,13,10
14,15,10
14,16,10
15,10,10
15,10,2.9
15,11,10
15,12,10
15,13,10
15,14,10
15,16,10
15,10,10
15,10,2.9
15,11,10
15,12,10
15,13,10
15,14,10
15,16,10
16,10,10
16,10,2.9
16,11,10
16,12,10
16,13,10
16,14,10
16,15,10
16,10,10
16,10,2.9
16,11,10
16,12,10
16,13,10
16,14,10
16,15,10
17,10,10
17,10,2.9
17,11,10
17,12,10
17,13,10
17,14,10
17,15,10
17,16,10
18,10,10
18,10,2.9
18,11,10
18,12,10
18,13,10
18,14,10
18,15,10
18,16,10
19,10,10
19,10,2.9
19,11,10
19,12,10
19,13,10
19,14,10
19,15,10
19,16,10
20,10,10
20,10,2.9
20,11,10
20,12,10
20,13,10
20,14,10
20,15,10
20,16,10
21,10,10
21,10,2.9
21,11,10
21,12,10
21,13,10
21,14,10
21,15,10
21,16,10
22,10,10
22,10,2.9
22,11,10
22,12,10
22,13,10
22,14,10
22,15,10
22,16,10
23,10,10
23,10,2.9
23,11,10
23,12,10
23,13,10
23,14,10
23,15,10
23,16,10
10,11,10
10,12,10
10,13,10
10,14,10
10,15,10
10,16,10
76,11,10
76,12,10
76,13,10
76,14,10
76,15,10
76,16,10
76,11,10
76,12,10
76,13,10
76,14,10
76,15,10
76,16,10
